DATE,LXXRSA
1987-01-01,59.426224372887
1987-02-01,59.894860887982
1987-03-01,60.401073202107
1987-04-01,61.324333701667996
1987-05-01,62.030914554603996
1987-06-01,62.776563627558005
1987-07-01,63.456109467962996
1987-08-01,64.130622681704
1987-09-01,64.893627017966
1987-10-01,65.771604204534
1987-11-01,66.712553785063
1987-12-01,67.777701225837
1988-01-01,68.776913486226
1988-02-01,69.710973249793
1988-03-01,70.69917921330901
1988-04-01,71.484283242549
1988-05-01,72.477087842475
1988-06-01,74.385978746685
1988-07-01,76.921119784362
1988-08-01,78.668049203959
1988-09-01,80.60749305120301
1988-10-01,82.38093389714001
1988-11-01,84.412820454304
1988-12-01,85.81818736093899
1989-01-01,87.47324975201799
1989-02-01,88.773031689686
1989-03-01,91.14747188514299
1989-04-01,93.012292432264
1989-05-01,94.569356609117
1989-06-01,95.51346467659401
1989-07-01,96.252043336757
1989-08-01,96.66238933171199
1989-09-01,97.199709123017
1989-10-01,97.879710708064
1989-11-01,98.99646192280501
1989-12-01,99.770236337545
1990-01-01,100.47119254208401
1990-02-01,100.761571664179
1990-03-01,100.99283785871201
1990-04-01,100.990409690348
1990-05-01,100.394583324956
1990-06-01,100.111046094827
1990-07-01,99.50556921725
1990-08-01,99.046182758374
1990-09-01,98.42543958883002
1990-10-01,98.001446077748
1990-11-01,97.11387197536399
1990-12-01,96.54814971196
1991-01-01,95.569014522668
1991-02-01,94.70420277272699
1991-03-01,93.772605852127
1991-04-01,93.74172769923901
1991-05-01,93.909246938354
1991-06-01,94.06281230575199
1991-07-01,94.284567572327
1991-08-01,94.258301890952
1991-09-01,94.09221156098499
1991-10-01,93.87506098237199
1991-11-01,93.47021989474199
1991-12-01,93.136478276168
1992-01-01,92.786925645956
1992-02-01,92.57123739917401
1992-03-01,91.911465094986
1992-04-01,91.440471244021
1992-05-01,90.86829045145001
1992-06-01,90.166354772597
1992-07-01,89.488158894251
1992-08-01,88.928163697591
1992-09-01,88.319178959429
1992-10-01,87.357473840714
1992-11-01,86.642983711575
1992-12-01,85.815592878235
1993-01-01,85.24629518847901
1993-02-01,84.6607046731
1993-03-01,83.616114768196
1993-04-01,82.792060941279
1993-05-01,82.04289904326299
1993-06-01,81.42818087495401
1993-07-01,80.56679607251199
1993-08-01,79.482712739518
1993-09-01,79.045258619051
1993-10-01,78.382411944578
1993-11-01,78.230524044678
1993-12-01,77.572213624353
1994-01-01,77.395051806257
1994-02-01,77.444378592751
1994-03-01,77.262651278722
1994-04-01,77.08542366995201
1994-05-01,76.665131947402
1994-06-01,76.435033965153
1994-07-01,76.40982861021999
1994-08-01,76.409722543386
1994-09-01,76.43433569444801
1994-10-01,76.547244749551
1994-11-01,76.468887153456
1994-12-01,76.394235647057
1995-01-01,76.376389227735
1995-02-01,76.022727005415
1995-03-01,75.775651592023
1995-04-01,75.356665490358
1995-05-01,75.117776591264
1995-06-01,74.555465986932
1995-07-01,74.50003717793
1995-08-01,74.280367802787
1995-09-01,74.191166312872
1995-10-01,74.087425525817
1995-11-01,74.029067507693
1995-12-01,73.936945892494
1996-01-01,73.919989181793
1996-02-01,73.843781169536
1996-03-01,73.855403246339
1996-04-01,73.85737181609001
1996-05-01,73.99548239485699
1996-06-01,74.154395778455
1996-07-01,74.113198637563
1996-08-01,74.04838734054
1996-09-01,73.99947214700799
1996-10-01,74.180130769643
1996-11-01,74.418172716711
1996-12-01,74.515553657376
1997-01-01,74.536883605063
1997-02-01,74.402407252161
1997-03-01,74.790604461974
1997-04-01,75.272691796032
1997-05-01,75.764761942637
1997-06-01,76.1928146808
1997-07-01,76.54269975587
1997-08-01,77.16443952071299
1997-09-01,77.555314346863
1997-10-01,78.233058351504
1997-11-01,78.891309854155
1997-12-01,79.90761183623201
1998-01-01,81.03503707511899
1998-02-01,82.191811684143
1998-03-01,83.653217586443
1998-04-01,84.398788127275
1998-05-01,85.395777784735
1998-06-01,86.445418358981
1998-07-01,87.85152231721901
1998-08-01,88.934779371488
1998-09-01,90.084249965587
1998-10-01,90.774099853768
1998-11-01,91.29391235248801
1998-12-01,91.78123480592501
1999-01-01,92.140086252749
1999-02-01,92.71811851154101
1999-03-01,93.384054973956
1999-04-01,94.38407186149999
1999-05-01,95.23315472256901
1999-06-01,96.025527765006
1999-07-01,96.648671117493
1999-08-01,97.17484697743099
1999-09-01,97.679209520836
1999-10-01,98.328701000223
1999-11-01,99.238703204707
1999-12-01,100.329648410356
2000-01-01,101.03120933031401
2000-02-01,102.043406369573
2000-03-01,103.224699379061
2000-04-01,104.15939904011199
2000-05-01,104.92469790909901
2000-06-01,105.693407210549
2000-07-01,106.324687389224
2000-08-01,106.966632735714
2000-09-01,107.88678712116
2000-10-01,108.808656732539
2000-11-01,109.98391865624399
2000-12-01,110.716005182115
2001-01-01,112.031476326627
2001-02-01,112.90289923251301
2001-03-01,114.17849707234899
2001-04-01,114.636796334201
2001-05-01,115.257389417309
2001-06-01,115.734611689852
2001-07-01,116.37563286064699
2001-08-01,117.358519699368
2001-09-01,118.340089931261
2001-10-01,119.315659643024
2001-11-01,120.303205923782
2001-12-01,121.28961986417801
2002-01-01,122.706507010656
2002-02-01,123.989520936598
2002-03-01,125.45607399286699
2002-04-01,126.851902267593
2002-05-01,128.69198615848302
2002-06-01,130.77230625008002
2002-07-01,132.858718184953
2002-08-01,135.085220289997
2002-09-01,137.236733188366
2002-10-01,139.723101244281
2002-11-01,141.824380183729
2002-12-01,143.98205672094102
2003-01-01,145.75240114236098
2003-02-01,147.308756206536
2003-03-01,148.88173912232202
2003-04-01,150.485563742925
2003-05-01,152.28828921877
2003-06-01,154.062884122273
2003-07-01,157.016142962739
2003-08-01,160.10467415998102
2003-09-01,163.58826208783998
2003-10-01,167.056448961244
2003-11-01,170.757038589569
2003-12-01,174.784574589558
2004-01-01,178.773751386299
2004-02-01,182.914948268275
2004-03-01,188.78667147489602
2004-04-01,194.500281838084
2004-05-01,199.73776397747503
2004-06-01,205.278671398434
2004-07-01,209.297252537852
2004-08-01,211.149160779371
2004-09-01,212.71782218176602
2004-10-01,213.86871243362899
2004-11-01,216.02232467749297
2004-12-01,218.12914143404998
2005-01-01,221.471359832704
2005-02-01,225.207354350956
2005-03-01,229.74694594811
2005-04-01,233.443606799639
2005-05-01,237.10549682779703
2005-06-01,240.583390049881
2005-07-01,244.262621652604
2005-08-01,248.28386016917702
2005-09-01,252.841119299004
2005-10-01,257.74324872116404
2005-11-01,261.663247167265
2005-12-01,265.419113999172
2006-01-01,268.208833895759
2006-02-01,271.233827307775
2006-03-01,272.084461635835
2006-04-01,273.089428800788
2006-05-01,272.930794779907
2006-06-01,272.21822295895197
2006-07-01,271.494057937246
2006-08-01,270.587738963795
2006-09-01,270.43495504211
2006-10-01,270.99823048276403
2006-11-01,271.901919797275
2006-12-01,270.321713666565
2007-01-01,270.804894838889
2007-02-01,270.136819541499
